REPORTE DE VACUNACIÓN COVID-19
==============================
Fecha de generación: 2025-08-24 06:28:35

1. CIUDADANOS NO VACUNADOS (362):
   ID: 1, Nombre: Ciudadano 001, Cédula: 76172264
   ID: 256, Nombre: Ciudadano 256, Cédula: 95443630
   ID: 350, Nombre: Ciudadano 350, Cédula: 74071805
   ID: 348, Nombre: Ciudadano 348, Cédula: 69807698
   ID: 146, Nombre: Ciudadano 146, Cédula: 90588886
   ID: 342, Nombre: Ciudadano 342, Cédula: 18371470
   ID: 130, Nombre: Ciudadano 130, Cédula: 50380055
   ID: 274, Nombre: Ciudadano 274, Cédula: 94201562
   ID: 317, Nombre: Ciudadano 317, Cédula: 58265899
   ID: 276, Nombre: Ciudadano 276, Cédula: 67878277
   ID: 153, Nombre: Ciudadano 153, Cédula: 65259297
   ID: 349, Nombre: Ciudadano 349, Cédula: 86720283
   ID: 132, Nombre: Ciudadano 132, Cédula: 19460521
   ID: 416, Nombre: Ciudadano 416, Cédula: 54633795
   ID: 182, Nombre: Ciudadano 182, Cédula: 38116841
   ID: 172, Nombre: Ciudadano 172, Cédula: 19956516
   ID: 210, Nombre: Ciudadano 210, Cédula: 87945361
   ID: 110, Nombre: Ciudadano 110, Cédula: 97003458
   ID: 404, Nombre: Ciudadano 404, Cédula: 91522727
   ID: 328, Nombre: Ciudadano 328, Cédula: 43252657
   ID: 245, Nombre: Ciudadano 245, Cédula: 95570685
   ID: 118, Nombre: Ciudadano 118, Cédula: 79039621
   ID: 484, Nombre: Ciudadano 484, Cédula: 40515387
   ID: 360, Nombre: Ciudadano 360, Cédula: 85410938
   ID: 139, Nombre: Ciudadano 139, Cédula: 91453928
   ID: 492, Nombre: Ciudadano 492, Cédula: 88178319
   ID: 105, Nombre: Ciudadano 105, Cédula: 21747280
   ID: 375, Nombre: Ciudadano 375, Cédula: 28214016
   ID: 116, Nombre: Ciudadano 116, Cédula: 62593950
   ID: 106, Nombre: Ciudadano 106, Cédula: 34826318
   ID: 316, Nombre: Ciudadano 316, Cédula: 19180255
   ID: 438, Nombre: Ciudadano 438, Cédula: 41600934
   ID: 43, Nombre: Ciudadano 043, Cédula: 11667432

3. CIUDADANOS SOLO CON PFIZER (63):
   ID: 403, Nombre: Ciudadano 403, Cédula: 18272140
   ID: 221, Nombre: Ciudadano 221, Cédula: 43112831
   ID: 193, Nombre: Ciudadano 193, Cédula: 52781891
   ID: 204, Nombre: Ciudadano 204, Cédula: 41599567
   ID: 89, Nombre: Ciudadano 089, Cédula: 86173007
   ID: 185, Nombre: Ciudadano 185, Cédula: 98347151
   ID: 14, Nombre: Ciudadano 014, Cédula: 64378055
   ID: 129, Nombre: Ciudadano 129, Cédula: 53814139
   ID: 86, Nombre: Ciudadano 086, Cédula: 84734138
   ID: 249, Nombre: Ciudadano 249, Cédula: 84725690
   ID: 28, Nombre: Ciudadano 028, Cédula: 59395669
   ID: 413, Nombre: Ciudadano 413, Cédula: 38418149
   ID: 238, Nombre: Ciudadano 238, Cédula: 53641328
   ID: 175, Nombre: Ciudadano 175, Cédula: 53196644
   ID: 309, Nombre: Ciudadano 309, Cédula: 92010790
   ID: 137, Nombre: Ciudadano 137, Cédula: 97990039
   ID: 101, Nombre: Ciudadano 101, Cédula: 54475584
   ID: 410, Nombre: Ciudadano 410, Cédula: 52998907
   ID: 384, Nombre: Ciudadano 384, Cédula: 66344714
   ID: 456, Nombre: Ciudadano 456, Cédula: 27603230
   ID: 7, Nombre: Ciudadano 007, Cédula: 63677568
   ID: 362, Nombre: Ciudadano 362, Cédula: 63485283
   ID: 429, Nombre: Ciudadano 429, Cédula: 78349315
   ID: 87, Nombre: Ciudadano 087, Cédula: 45840663
   ID: 443, Nombre: Ciudadano 443, Cédula: 52559465
   ID: 47, Nombre: Ciudadano 047, Cédula: 75716520
   ID: 103, Nombre: Ciudadano 103, Cédula: 13675906
   ID: 268, Nombre: Ciudadano 268, Cédula: 14725769
   ID: 428, Nombre: Ciudadano 428, Cédula: 91988350
   ID: 340, Nombre: Ciudadano 340, Cédula: 23054109
   ID: 392, Nombre: Ciudadano 392, Cédula: 95430215
   ID: 79, Nombre: Ciudadano 079, Cédula: 81669542
   ID: 149, Nombre: Ciudadano 149, Cédula: 42531387
   ID: 12, Nombre: Ciudadano 012, Cédula: 75417534
   ID: 380, Nombre: Ciudadano 380, Cédula: 49217500
   ID: 366, Nombre: Ciudadano 366, Cédula: 59053765
   ID: 483, Nombre: Ciudadano 483, Cédula: 65253204
   ID: 90, Nombre: Ciudadano 090, Cédula: 34656866
   ID: 61, Nombre: Ciudadano 061, Cédula: 81138236
   ID: 82, Nombre: Ciudadano 082, Cédula: 90166957
   ID: 322, Nombre: Ciudadano 322, Cédula: 90174154
   ID: 466, Nombre: Ciudadano 466, Cédula: 97641786
   ID: 418, Nombre: Ciudadano 418, Cédula: 28167876
   ID: 85, Nombre: Ciudadano 085, Cédula: 59067131
   ID: 195, Nombre: Ciudadano 195, Cédula: 84989781
   ID: 272, Nombre: Ciudadano 272, Cédula: 54411530
   ID: 177, Nombre: Ciudadano 177, Cédula: 41229239
   ID: 181, Nombre: Ciudadano 181, Cédula: 19427232
   ID: 201, Nombre: Ciudadano 201, Cédula: 57662722
   ID: 424, Nombre: Ciudadano 424, Cédula: 40834770
   ID: 300, Nombre: Ciudadano 300, Cédula: 60487820
   ID: 377, Nombre: Ciudadano 377, Cédula: 94911964
   ID: 496, Nombre: Ciudadano 496, Cédula: 95611245
   ID: 374, Nombre: Ciudadano 374, Cédula: 21797763
   ID: 282, Nombre: Ciudadano 282, Cédula: 19261477
   ID: 489, Nombre: Ciudadano 489, Cédula: 20340561
   ID: 220, Nombre: Ciudadano 220, Cédula: 25947441
   ID: 497, Nombre: Ciudadano 497, Cédula: 67675558
   ID: 34, Nombre: Ciudadano 034, Cédula: 63019768
   ID: 352, Nombre: Ciudadano 352, Cédula: 26889051
   ID: 216, Nombre: Ciudadano 216, Cédula: 32539988
   ID: 450, Nombre: Ciudadano 450, Cédula: 39530102
   ID: 493, Nombre: Ciudadano 493, Cédula: 94431314

4. CIUDADANOS SOLO CON ASTRAZENECA (63):
   ID: 94, Nombre: Ciudadano 094, Cédula: 21308227
   ID: 270, Nombre: Ciudadano 270, Cédula: 35373471
   ID: 8, Nombre: Ciudadano 008, Cédula: 82973551
   ID: 55, Nombre: Ciudadano 055, Cédula: 57735777
   ID: 6, Nombre: Ciudadano 006, Cédula: 37083348
   ID: 206, Nombre: Ciudadano 206, Cédula: 51791854
   ID: 487, Nombre: Ciudadano 487, Cédula: 96420652
   ID: 371, Nombre: Ciudadano 371, Cédula: 87864815
   ID: 53, Nombre: Ciudadano 053, Cédula: 48106202
   ID: 257, Nombre: Ciudadano 257, Cédula: 74315699
   ID: 2, Nombre: Ciudadano 002, Cédula: 10300866
   ID: 98, Nombre: Ciudadano 098, Cédula: 15598736
   ID: 472, Nombre: Ciudadano 472, Cédula: 22873443
   ID: 467, Nombre: Ciudadano 467, Cédula: 46948677
   ID: 361, Nombre: Ciudadano 361, Cédula: 25591231
   ID: 84, Nombre: Ciudadano 084, Cédula: 72649980
   ID: 223, Nombre: Ciudadano 223, Cédula: 59266806
   ID: 119, Nombre: Ciudadano 119, Cédula: 14531756
   ID: 470, Nombre: Ciudadano 470, Cédula: 35972347
   ID: 165, Nombre: Ciudadano 165, Cédula: 17283332
   ID: 280, Nombre: Ciudadano 280, Cédula: 25486710
   ID: 77, Nombre: Ciudadano 077, Cédula: 63000213
   ID: 70, Nombre: Ciudadano 070, Cédula: 13454746
   ID: 180, Nombre: Ciudadano 180, Cédula: 20116215
   ID: 183, Nombre: Ciudadano 183, Cédula: 60354527
   ID: 150, Nombre: Ciudadano 150, Cédula: 23582905
   ID: 256, Nombre: Ciudadano 256, Cédula: 95443630
   ID: 350, Nombre: Ciudadano 350, Cédula: 74071805
   ID: 348, Nombre: Ciudadano 348, Cédula: 69807698
   ID: 396, Nombre: Ciudadano 396, Cédula: 34514653
   ID: 146, Nombre: Ciudadano 146, Cédula: 90588886
   ID: 342, Nombre: Ciudadano 342, Cédula: 18371470
   ID: 48, Nombre: Ciudadano 048, Cédula: 82799556
   ID: 130, Nombre: Ciudadano 130, Cédula: 50380055
   ID: 274, Nombre: Ciudadano 274, Cédula: 94201562
   ID: 317, Nombre: Ciudadano 317, Cédula: 58265899
   ID: 276, Nombre: Ciudadano 276, Cédula: 67878277
   ID: 153, Nombre: Ciudadano 153, Cédula: 65259297
   ID: 349, Nombre: Ciudadano 349, Cédula: 86720283
   ID: 132, Nombre: Ciudadano 132, Cédula: 19460521
   ID: 416, Nombre: Ciudadano 416, Cédula: 54633795
   ID: 182, Nombre: Ciudadano 182, Cédula: 38116841
   ID: 210, Nombre: Ciudadano 210, Cédula: 87945361
   ID: 13, Nombre: Ciudadano 013, Cédula: 29673019
   ID: 110, Nombre: Ciudadano 110, Cédula: 97003458
   ID: 404, Nombre: Ciudadano 404, Cédula: 91522727
   ID: 25, Nombre: Ciudadano 025, Cédula: 22545369
   ID: 328, Nombre: Ciudadano 328, Cédula: 43252657
   ID: 245, Nombre: Ciudadano 245, Cédula: 95570685
   ID: 118, Nombre: Ciudadano 118, Cédula: 79039621
   ID: 452, Nombre: Ciudadano 452, Cédula: 88530348
   ID: 360, Nombre: Ciudadano 360, Cédula: 85410938
   ID: 420, Nombre: Ciudadano 420, Cédula: 12875135
   ID: 492, Nombre: Ciudadano 492, Cédula: 88178319
   ID: 105, Nombre: Ciudadano 105, Cédula: 21747280
   ID: 375, Nombre: Ciudadano 375, Cédula: 28214016
   ID: 116, Nombre: Ciudadano 116, Cédula: 62593950
   ID: 106, Nombre: Ciudadano 106, Cédula: 34826318
   ID: 32, Nombre: Ciudadano 032, Cédula: 44981275
   ID: 16, Nombre: Ciudadano 016, Cédula: 83423101
   ID: 316, Nombre: Ciudadano 316, Cédula: 19180255
   ID: 438, Nombre: Ciudadano 438, Cédula: 41600934
   ID: 43, Nombre: Ciudadano 043, Cédula: 11667432
